subject,condition,reaction_time,first_fixation,choice
14,eleven-five,0.2080599999999322,eleven,0
14,nine-three,0.2677599999999529,nine,0
14,nine-three,0.1884099999999762,nine,0
14,seven-one,0.23473999999998796,one,1
15,twelve-six,1.0676199999998062,six,1
15,eight-two,1.7790500000000975,eight,0
15,seven-one,0.4365299999999479,seven,0
15,eleven-five,1.7959000000000742,five,1
15,nine-three,0.33983999999964,nine,0
15,eleven-five,0.42065999999977066,eleven,0
15,twelve-six,0.4042899999999463,twelve,0
15,seven-one,0.35547000000042317,seven,0
15,seven-one,0.5175699999999779,seven,0
15,eight-two,0.3383800000001429,eight,0
15,twelve-six,0.3073699999999917,twelve,0
15,twelve-six,0.45337000000017724,six,1
15,eleven-five,0.4204100000001745,eleven,0
15,eight-two,0.339350000000195,eight,0
15,seven-one,0.8078700000000936,seven,0
15,seven-one,0.4040500000000975,one,1
15,ten-four,0.3718199999998433,ten,0
15,eleven-five,0.533690000000206,five,1
15,nine-three,1.2617199999999684,nine,0
15,nine-three,1.4396999999999025,nine,0
15,eleven-five,1.0024399999997513,eleven,0
15,twelve-six,0.48462000000017724,twelve,0
15,ten-four,0.3393599999999424,four,1
15,seven-one,0.35570999999981723,seven,0
15,nine-three,0.7597699999996621,nine,0
15,seven-one,1.2614699999999175,seven,0
15,eight-two,0.3562000000001717,eight,0
15,eight-two,0.3396000000002459,eight,0
15,eleven-five,1.4079600000000028,five,1
15,ten-four,1.2617199999999684,ten,0
16,ten-four,0.2590300000001662,ten,0
16,eight-two,0.3881900000001224,two,1
16,eleven-five,0.5659099999998034,five,1
16,ten-four,0.5498099999999795,four,1
16,twelve-six,0.4040600000002996,twelve,0
16,eight-two,0.37207000000034895,eight,0
16,eleven-five,0.7277799999997114,five,1
16,twelve-six,0.4367599999995946,twelve,0
16,seven-one,0.5822699999998804,one,1
16,nine-three,0.37207000000034895,nine,0
16,seven-one,0.6474600000001374,one,1
16,seven-one,0.46899000000030355,one,1
16,nine-three,0.35595999999986816,nine,0
16,seven-one,0.4040500000000975,one,1
16,twelve-six,0.6147500000001855,twelve,0
16,eleven-five,0.4531200000001263,eleven,0
16,eight-two,0.4206500000000233,two,1
16,twelve-six,0.5332100000000537,twelve,0
16,ten-four,0.4201599999996688,ten,0
16,eight-two,0.4201599999996688,eight,0
16,ten-four,0.3396000000002459,ten,0
16,nine-three,0.43701000000010026,nine,0
16,nine-three,0.37207000000034895,nine,0
16,ten-four,0.38794000000007145,ten,0
16,eight-two,0.4365199999997458,eight,0
16,eleven-five,0.40453999999999724,eleven,0
16,ten-four,0.5332100000000537,four,1
16,twelve-six,0.6311099999998078,twelve,0
16,eight-two,0.46947999999974854,two,1
16,eleven-five,0.4206500000000233,eleven,0
16,twelve-six,0.5178200000000288,six,1
16,seven-one,0.5173300000001291,seven,0
16,nine-three,0.45287999999982276,nine,0
16,seven-one,0.4206500000000233,one,1
16,seven-one,0.24242999999978565,one,1
16,nine-three,0.33985000000029686,nine,0
16,seven-one,0.3876900000000205,one,1
16,twelve-six,0.5014599999999518,twelve,0
16,eleven-five,0.5017100000000028,eleven,0
16,eight-two,0.46948999999995067,two,1
16,twelve-six,0.4040500000000975,twelve,0
16,ten-four,0.45240000000012515,ten,0
16,eleven-five,0.4206500000000233,eleven,0
16,eight-two,0.4038100000002487,eight,0
16,ten-four,0.38794000000007145,ten,0
16,nine-three,0.4372600000001512,nine,0
17,nine-three,0.3236400000000117,nine,0
17,twelve-six,0.3397199999999998,twelve,0
17,seven-one,0.3395299999999679,one,1
17,ten-four,0.3392899999999486,ten,0
17,eight-two,0.3557400000000257,eight,0
17,eleven-five,0.45294000000001233,eleven,0
17,ten-four,0.3721299999999701,ten,0
17,seven-one,0.4528200000000311,one,1
17,eight-two,0.3392900000000054,two,1
17,twelve-six,0.33944999999999936,twelve,0
17,eleven-five,0.40408000000002176,eleven,0
17,eleven-five,0.30752999999998565,eleven,0
17,twelve-six,0.2106300000000374,twelve,0
17,eight-two,0.35605000000003884,two,1
17,seven-one,0.4205299999999852,one,1
17,ten-four,0.3722900000000209,ten,0
17,eleven-five,1.8760300000000143,five,1
17,eight-two,0.38625999999999294,eight,0
17,ten-four,0.3398199999999747,ten,0
17,seven-one,0.3555600000000254,one,1
17,twelve-six,0.30725000000001046,twelve,0
17,nine-three,0.42087000000003627,nine,0
17,nine-three,0.6631800000000112,three,1
17,nine-three,0.3234199999999987,three,1
17,nine-three,1.9086000000000354,nine,0
17,twelve-six,0.42038000000002285,twelve,0
17,seven-one,0.3395699999999806,one,1
17,ten-four,0.3559500000000071,ten,0
17,eight-two,0.4039900000000216,eight,0
17,eleven-five,0.4442099999999982,eleven,0
17,ten-four,0.4037799999999834,ten,0
17,seven-one,0.6470299999999725,one,1
17,eight-two,0.3718300000000454,eight,0
17,twelve-six,0.38829999999995835,twelve,0
17,eleven-five,1.1154199999999719,eleven,0
17,eleven-five,0.3235499999999547,eleven,0
17,twelve-six,0.30688999999995303,twelve,0
17,eight-two,0.25854000000003907,two,1
17,seven-one,0.808770000000095,one,1
17,ten-four,0.4367100000000619,ten,0
17,eleven-five,0.4033799999999701,eleven,0
17,eight-two,0.4685100000000375,two,1
17,ten-four,0.340090000000032,ten,0
